subclip_name,parent_clip,original_video,utterance_text,utterance_timestamp
11-002-003.mp4,11-002.mp4,11.mp4,That's incredible is it and it's a true now that you're gonna bring out your own range of condoms,0:09:08.079000 --> 0:09:13.199000
11-003-001.mp4,11-003.mp4,11.mp4,The only jobs that are really commercials. I just thank God,0:13:16.440000 --> 0:13:20.440000
11-003-002.mp4,11-003.mp4,11.mp4,My I made my yearly nut this year on a practical girlie which is for driver China and it's,0:13:20.440000 --> 0:13:27.080000
12-001-001.mp4,12-001.mp4,12.mp4,But I have a 10 month old son.,0:01:00 --> 0:01:01
12-001-002.mp4,12-001.mp4,12.mp4,"So, it still works.",0:01:01 --> 0:01:02
12-001-003.mp4,12-001.mp4,12.mp4,"Oh, yeah.",0:01:02 --> 0:01:03
12-002-001.mp4,12-002.mp4,12.mp4,I had an injury.,0:02:21 --> 0:02:22
12-002-002.mp4,12-002.mp4,12.mp4,I got a rubber stuck on my nose.,0:02:22 --> 0:02:23
12-007-001.mp4,12-007.mp4,12.mp4,Stop kicking me under the table.,0:04:00 --> 0:04:02
12-007-002.mp4,12-007.mp4,12.mp4,LAUGHTER,0:04:02 --> 0:04:03
12-007-003.mp4,12-007.mp4,12.mp4,And I've got my hair in his foot.,0:04:03 --> 0:04:05
12-009-001.mp4,12-009.mp4,12.mp4,Did you see how politely though we handled that?,0:06:36 --> 0:06:39
12-009-002.mp4,12-009.mp4,12.mp4,"Because we thought you would lost your mind, though.",0:06:39 --> 0:06:41
12-009-003.mp4,12-009.mp4,12.mp4,Yeah.,0:06:41 --> 0:06:42
12-009-004.mp4,12-009.mp4,12.mp4,"Oh, that's so good.",0:06:42 --> 0:06:43
12-010-001.mp4,12-010.mp4,12.mp4,"Oh, my God.",0:06:46 --> 0:06:47
12-010-002.mp4,12-010.mp4,12.mp4,It's my favorite.,0:06:47 --> 0:06:48
12-011-001.mp4,12-011.mp4,12.mp4,Arnold Schwarzenegger walked into the gym that I was doing.,0:09:01 --> 0:09:04
12-011-002.mp4,12-011.mp4,12.mp4,Oh!,0:09:04 --> 0:09:05
12-012-001.mp4,12-012.mp4,12.mp4,Arnold Schwarzenegger walked into the gym that I was doing.,0:09:01 --> 0:09:04
12-012-002.mp4,12-012.mp4,12.mp4,Oh!,0:09:04 --> 0:09:05
12-013-001.mp4,12-013.mp4,12.mp4,"But I have to know that Cameron, you were very excited to see Sir David.",0:10:33 --> 0:10:36
12-013-002.mp4,12-013.mp4,12.mp4,"I am so excited. I am, yes.",0:10:36 --> 0:10:39
12-014-001.mp4,12-014.mp4,12.mp4,"But I have to know that Cameron, you were very excited to see Sir David.",0:10:33 --> 0:10:36
12-014-002.mp4,12-014.mp4,12.mp4,"I am so excited. I am, yes.",0:10:36 --> 0:10:39
13-002-001.mp4,13-002.mp4,13.mp4,And I opened up my mouth to pretend to catch the ball.,0:02:40.639000 --> 0:02:43.039000
13-002-002.mp4,13-002.mp4,13.mp4,LAUGHTER,0:02:43.039000 --> 0:02:44.079000
13-002-003.mp4,13-002.mp4,13.mp4,And she called my bluff.,0:02:44.079000 --> 0:02:46.079000
13-002-004.mp4,13-002.mp4,13.mp4,LAUGHTER,0:02:46.079000 --> 0:02:48.079000
13-002-005.mp4,13-002.mp4,13.mp4,It was amazing.,0:02:48.079000 --> 0:02:49.039000
13-006-001.mp4,13-006.mp4,13.mp4,"Now, that'd be nice if you'd visit us round for Christmas.",0:05:04.399000 --> 0:05:07.600000
13-006-002.mp4,13-006.mp4,13.mp4,Of course.,0:05:07.600000 --> 0:05:08.399000
13-006-003.mp4,13-006.mp4,13.mp4,Christmas is coming.,0:05:08.399000 --> 0:05:09.199000
13-006-004.mp4,13-006.mp4,13.mp4,It certainly is.,0:05:09.199000 --> 0:05:10
13-006-005.mp4,13-006.mp4,13.mp4,Are you looking forward to Christmas?,0:05:10 --> 0:05:10.800000
13-006-006.mp4,13-006.mp4,13.mp4,Always.,0:05:10.800000 --> 0:05:11.600000
13-006-007.mp4,13-006.mp4,13.mp4,Really? Are you really into Christmas?,0:05:11.600000 --> 0:05:12.800000
13-006-008.mp4,13-006.mp4,13.mp4,"No, I really am into Christmas.",0:05:12.800000 --> 0:05:14
13-006-009.mp4,13-006.mp4,13.mp4,Mm.,0:05:14 --> 0:05:14.800000
13-006-010.mp4,13-006.mp4,13.mp4,Are you into Christmas?,0:05:14.800000 --> 0:05:16
13-006-011.mp4,13-006.mp4,13.mp4,I love it.,0:05:16 --> 0:05:17.199000
13-009-001.mp4,13-009.mp4,13.mp4,"is fine, but, except, it's much more unpleasant than it was when I moved in, obviously,",0:07:17.199000 --> 0:07:21.199000
13-009-002.mp4,13-009.mp4,13.mp4,because I've been living there.,0:07:21.199000 --> 0:07:23.199000
13-011-001.mp4,13-011.mp4,13.mp4,"Oh, my god.",0:09:38.200000 --> 0:09:40.200000
13-011-002.mp4,13-011.mp4,13.mp4,You've done a lot of work.,0:09:40.200000 --> 0:09:43.200000
13-012-001.mp4,13-012.mp4,13.mp4,You've done a lot of work.,0:09:40.200000 --> 0:09:43.200000
13-012-002.mp4,13-012.mp4,13.mp4,You've done a lot of work.,0:09:43.200000 --> 0:09:45.200000
13-012-003.mp4,13-012.mp4,13.mp4,Why are you pushing your car wheel?,0:09:45.200000 --> 0:09:47.200000
13-012-004.mp4,13-012.mp4,13.mp4,I've done a lot of work. I've done a lot of work.,0:09:47.200000 --> 0:09:49.200000
13-012-005.mp4,13-012.mp4,13.mp4,I've done a lot of work.,0:09:49.200000 --> 0:09:51.200000
13-013-001.mp4,13-013.mp4,13.mp4,I'll give a thousand pounds to charity if you do a car wheel.,0:10:29.200000 --> 0:10:32.200000
13-013-002.mp4,13-013.mp4,13.mp4,The guys have got to be the charity.,0:10:38.200000 --> 0:10:40.200000
13-013-003.mp4,13-013.mp4,13.mp4,He could point his neck.,0:10:46.200000 --> 0:10:48.200000
13-013-004.mp4,13-013.mp4,13.mp4,He could take the numbers.,0:10:48.200000 --> 0:10:50.200000
13-013-005.mp4,13-013.mp4,13.mp4,He could point the check.,0:10:50.200000 --> 0:10:52.200000
13-013-006.mp4,13-013.mp4,13.mp4,I don't think I can get up in the air.,0:10:52.200000 --> 0:10:54.200000
13-013-007.mp4,13-013.mp4,13.mp4,Just go through your head.,0:10:54.200000 --> 0:10:56.200000
13-013-008.mp4,13-013.mp4,13.mp4,They're going to see so much junction tomorrow if you do that cartwheel.,0:10:56.200000 --> 0:11:02.200000
13-013-009.mp4,13-013.mp4,13.mp4,I died.,0:11:02.200000 --> 0:11:04.200000
13-013-010.mp4,13-013.mp4,13.mp4,This is a shot shot.,0:11:04.200000 --> 0:11:06.200000
13-013-011.mp4,13-013.mp4,13.mp4,"Oh, I'm mad at that.",0:11:06.200000 --> 0:11:09.200000
13-013-012.mp4,13-013.mp4,13.mp4,I'm mad at that.,0:11:09.200000 --> 0:11:11.200000
13-013-013.mp4,13-013.mp4,13.mp4,Why do you need air?,0:11:11.200000 --> 0:11:13.200000
13-013-014.mp4,13-013.mp4,13.mp4,"Because they really, they like the medallady and wheel.",0:11:13.200000 --> 0:11:15.200000
13-013-015.mp4,13-013.mp4,13.mp4,Oh.,0:11:15.200000 --> 0:11:17.200000
13-014-001.mp4,13-014.mp4,13.mp4,I think it's possible.,0:12:43.200000 --> 0:12:46.200000
13-014-002.mp4,13-014.mp4,13.mp4,You've made me believe.,0:12:46.200000 --> 0:12:48.200000
13-015-001.mp4,13-015.mp4,13.mp4,"You and Matt Damon, very excited to see you.",0:13:12.200000 --> 0:13:14.200000
13-015-002.mp4,13-015.mp4,13.mp4,I know.,0:13:14.200000 --> 0:13:15.200000
13-015-003.mp4,13-015.mp4,13.mp4,Lucky me.,0:13:15.200000 --> 0:13:16.200000
13-016-001.mp4,13-016.mp4,13.mp4,"You and Matt Damon, very excited to see you.",0:13:27.200000 --> 0:13:28.200000
13-016-002.mp4,13-016.mp4,13.mp4,I know.,0:13:28.200000 --> 0:13:29.200000
13-016-003.mp4,13-016.mp4,13.mp4,Lucky me.,0:13:29.200000 --> 0:13:30.200000
14-001-001.mp4,14-001.mp4,14.mp4,"And then all of a sudden he burst out and said, Harry Potter.",0:00:35.840000 --> 0:00:38.439000
14-001-002.mp4,14-001.mp4,14.mp4,"And I was like, no.",0:00:42.200000 --> 0:00:43.520000
14-001-003.mp4,14-001.mp4,14.mp4,So funny.,0:00:47.040000 --> 0:00:47.799000
14-002-001.mp4,14-002.mp4,14.mp4,I'm kidding.,0:01:20.560000 --> 0:01:22.079000
14-002-002.mp4,14-002.mp4,14.mp4,That's great.,0:01:22.079000 --> 0:01:23.079000
14-003-001.mp4,14-003.mp4,14.mp4,I'm kidding.,0:01:20.560000 --> 0:01:22.079000
14-003-002.mp4,14-003.mp4,14.mp4,That's great.,0:01:22.079000 --> 0:01:23.079000
14-023-001.mp4,14-023.mp4,14.mp4,"And it's justified, you know, because I've always been the potter.",0:05:15.160000 --> 0:05:17.160000
14-023-002.mp4,14-023.mp4,14.mp4,"So I've always been the one going, no, that goes there and that's please, love me.",0:05:17.160000 --> 0:05:20.160000
14-025-001.mp4,14-025.mp4,14.mp4,"I don't want to be the nutter on stage, she's going,",0:05:49.160000 --> 0:05:51.160000
14-025-002.mp4,14-025.mp4,14.mp4,I can only eat blue ones.,0:05:51.160000 --> 0:05:53.160000
14-027-001.mp4,14-027.mp4,14.mp4,With the hidden pattern.,0:08:28.160000 --> 0:08:30.160000
14-027-002.mp4,14-027.mp4,14.mp4,Oh!,0:08:30.160000 --> 0:08:32.160000
14-028-001.mp4,14-028.mp4,14.mp4,Tell you what day to wear them on!,0:08:44.159000 --> 0:08:46.159000
14-028-002.mp4,14-028.mp4,14.mp4,Yes!,0:08:46.159000 --> 0:08:48.159000
14-029-001.mp4,14-029.mp4,14.mp4,Tell you what day to wear them on!,0:08:44.159000 --> 0:08:46.159000
14-029-002.mp4,14-029.mp4,14.mp4,Yes!,0:08:46.159000 --> 0:08:48.159000
14-030-001.mp4,14-030.mp4,14.mp4,"One of his visuals of his mother is like walking up with sandals, skirt, topless,",0:11:31.159000 --> 0:11:37.159000
14-030-002.mp4,14-030.mp4,14.mp4,bedded snake and bloody machete.,0:11:37.159000 --> 0:11:40.159000
14-030-003.mp4,14-030.mp4,14.mp4,And a smile.,0:11:40.159000 --> 0:11:41.159000
14-031-001.mp4,14-031.mp4,14.mp4,"One of his visuals of his mother is like walking up with sandals, skirt, topless,",0:11:31.159000 --> 0:11:37.159000
14-031-002.mp4,14-031.mp4,14.mp4,bedded snake and bloody machete.,0:11:37.159000 --> 0:11:40.159000
14-031-003.mp4,14-031.mp4,14.mp4,And a smile.,0:11:40.159000 --> 0:11:41.159000
14-032-001.mp4,14-032.mp4,14.mp4,We had long red dress with that white face.,0:15:20.159000 --> 0:15:23.159000
14-032-002.mp4,14-032.mp4,14.mp4,She looked like a ketchup bottle.,0:15:23.159000 --> 0:15:25.159000
14-033-001.mp4,14-033.mp4,14.mp4,Because cheeky.,0:00:10.439000 --> 0:00:11.800000
14-034-001.mp4,14-034.mp4,14.mp4,Because cheeky.,0:00:10.439000 --> 0:00:11.800000
14-034-002.mp4,14-034.mp4,14.mp4,"Yeah, apparently.",0:00:11.800000 --> 0:00:12.800000
14-034-003.mp4,14-034.mp4,14.mp4,It's a Jew the time.,0:00:12.800000 --> 0:00:14
14-034-004.mp4,14-034.mp4,14.mp4,You're busy.,0:00:14 --> 0:00:15.200000
14-034-005.mp4,14-034.mp4,14.mp4,I was in an elevator once.,0:00:15.200000 --> 0:00:16.879000
14-034-006.mp4,14-034.mp4,14.mp4,This was many years ago.,0:00:16.879000 --> 0:00:17.960000
14-035-001.mp4,14-035.mp4,14.mp4,Because cheeky.,0:00:10.439000 --> 0:00:11.800000
14-035-002.mp4,14-035.mp4,14.mp4,"Yeah, apparently.",0:00:11.800000 --> 0:00:12.800000
14-035-003.mp4,14-035.mp4,14.mp4,It's a Jew the time.,0:00:12.800000 --> 0:00:14
14-035-004.mp4,14-035.mp4,14.mp4,You're busy.,0:00:14 --> 0:00:15.200000
14-035-005.mp4,14-035.mp4,14.mp4,I was in an elevator once.,0:00:15.200000 --> 0:00:16.879000
14-035-006.mp4,14-035.mp4,14.mp4,This was many years ago.,0:00:16.879000 --> 0:00:17.960000
14-035-007.mp4,14-035.mp4,14.mp4,But I was in an elevator.,0:00:17.960000 --> 0:00:18.800000
14-035-008.mp4,14-035.mp4,14.mp4,And you know that thing when you're in an elevator,0:00:18.800000 --> 0:00:20.320000
14-036-001.mp4,14-036.mp4,14.mp4,Because cheeky.,0:00:10.439000 --> 0:00:11.800000
14-036-002.mp4,14-036.mp4,14.mp4,"Yeah, apparently.",0:00:11.800000 --> 0:00:12.800000
14-036-003.mp4,14-036.mp4,14.mp4,It's a Jew the time.,0:00:12.800000 --> 0:00:14
14-036-004.mp4,14-036.mp4,14.mp4,You're busy.,0:00:14 --> 0:00:15.200000
14-036-005.mp4,14-036.mp4,14.mp4,I was in an elevator once.,0:00:15.200000 --> 0:00:16.879000
14-036-006.mp4,14-036.mp4,14.mp4,This was many years ago.,0:00:16.879000 --> 0:00:17.960000
14-036-007.mp4,14-036.mp4,14.mp4,But I was in an elevator.,0:00:17.960000 --> 0:00:18.800000
14-036-008.mp4,14-036.mp4,14.mp4,And you know that thing when you're in an elevator,0:00:18.800000 --> 0:00:20.320000
14-036-009.mp4,14-036.mp4,14.mp4,with one other person and there's that kind of awkward silence.,0:00:20.320000 --> 0:00:23.640000
14-036-010.mp4,14-036.mp4,14.mp4,And you're both kind of looking busy doing not like,0:00:23.640000 --> 0:00:26.120000
14-036-011.mp4,14-036.mp4,14.mp4,at the buttons and at the phone.,0:00:26.120000 --> 0:00:28.800000
14-036-012.mp4,14-036.mp4,14.mp4,And so there was that.,0:00:29.080000 --> 0:00:30.240000
14-036-013.mp4,14-036.mp4,14.mp4,And I could tell that this by this guy's energy,0:00:30.240000 --> 0:00:32.520000
14-036-014.mp4,14-036.mp4,14.mp4,that he wanted to say something.,0:00:32.520000 --> 0:00:33.719000
14-036-015.mp4,14-036.mp4,14.mp4,"He was working it up, working it up, working it up.",0:00:33.719000 --> 0:00:35.840000
14-037-001.mp4,14-037.mp4,14.mp4,So funny.,0:00:47.040000 --> 0:00:47.799000
14-037-002.mp4,14-037.mp4,14.mp4,"Well, let's see how it could happen.",0:00:47.799000 --> 0:00:49.359000
16-014-001.mp4,16-014.mp4,16.mp4,How fabulous.,0:03:41.120000 --> 0:03:42.479000
16-014-002.mp4,16-014.mp4,16.mp4,Do you look there?,0:03:42.479000 --> 0:03:43.479000
16-015-001.mp4,16-015.mp4,16.mp4,And look at this picture.,0:03:39.479000 --> 0:03:41.120000
16-015-002.mp4,16-015.mp4,16.mp4,How fabulous.,0:03:41.120000 --> 0:03:42.479000
16-016-001.mp4,16-016.mp4,16.mp4,You were quite high up on that list.,0:04:52.599000 --> 0:04:54.199000
16-016-002.mp4,16-016.mp4,16.mp4,I know. I think I was number one.,0:04:54.199000 --> 0:04:55.759000
16-016-003.mp4,16-016.mp4,16.mp4,Number one?,0:04:55.759000 --> 0:04:56.759000
16-016-004.mp4,16-016.mp4,16.mp4,I was number one. Yes.,0:04:56.759000 --> 0:04:58.279000
16-016-005.mp4,16-016.mp4,16.mp4,"Oh, no!",0:04:58.279000 --> 0:04:59.279000
16-017-001.mp4,16-017.mp4,16.mp4,Oh!,0:05:12.760000 --> 0:05:14.560000
16-017-002.mp4,16-017.mp4,16.mp4,"Oh, come on. That's delicious.",0:05:14.560000 --> 0:05:17.680000
16-018-001.mp4,16-018.mp4,16.mp4,But it got raw.,0:07:14 --> 0:07:15.319000
16-018-002.mp4,16-018.mp4,16.mp4,It's so good.,0:07:15.319000 --> 0:07:16.319000
16-019-001.mp4,16-019.mp4,16.mp4,but this is what you're talking about.,0:09:06.080000 --> 0:09:08.400000
16-019-002.mp4,16-019.mp4,16.mp4,"Oh, I love it!",0:09:08.400000 --> 0:09:10.400000
16-020-001.mp4,16-020.mp4,16.mp4,"I see mango, I want you and your name.",0:09:25.920000 --> 0:09:27.920000
16-020-002.mp4,16-020.mp4,16.mp4,I love it!,0:09:27.919000 --> 0:09:29.919000
16-021-001.mp4,16-021.mp4,16.mp4,"So, I select it.",0:09:23.920000 --> 0:09:25.920000
16-021-002.mp4,16-021.mp4,16.mp4,"I see mango, I want you and your name.",0:09:25.920000 --> 0:09:27.920000
16-021-003.mp4,16-021.mp4,16.mp4,I love it!,0:09:27.919000 --> 0:09:29.919000
16-022-001.mp4,16-022.mp4,16.mp4,That is lovely.,0:10:34.919000 --> 0:10:36.919000
16-022-002.mp4,16-022.mp4,16.mp4,I stand correct.,0:10:36.919000 --> 0:10:37.919000
16-022-003.mp4,16-022.mp4,16.mp4,But you like it?,0:10:37.919000 --> 0:10:38.919000
16-022-004.mp4,16-022.mp4,16.mp4,No.,0:10:38.919000 --> 0:10:40.919000
16-022-005.mp4,16-022.mp4,16.mp4,You've brought it out with you tonight.,0:10:40.919000 --> 0:10:41.919000
16-022-006.mp4,16-022.mp4,16.mp4,I love it.,0:10:41.919000 --> 0:10:42.919000
16-023-001.mp4,16-023.mp4,16.mp4,There's Kelly.,0:11:37.919000 --> 0:11:38.919000
16-023-002.mp4,16-023.mp4,16.mp4,Hello.,0:11:38.919000 --> 0:11:39.919000
16-023-003.mp4,16-023.mp4,16.mp4,I love Kelly.,0:11:39.919000 --> 0:11:40.919000
16-024-001.mp4,16-024.mp4,16.mp4,That is lovely.,0:10:34.919000 --> 0:10:36.919000
16-024-002.mp4,16-024.mp4,16.mp4,I stand correct.,0:10:36.919000 --> 0:10:37.919000
16-024-003.mp4,16-024.mp4,16.mp4,But you like it?,0:10:37.919000 --> 0:10:38.919000
16-024-004.mp4,16-024.mp4,16.mp4,No.,0:10:38.919000 --> 0:10:40.919000
16-024-005.mp4,16-024.mp4,16.mp4,You've brought it out with you tonight.,0:10:40.919000 --> 0:10:41.919000
16-024-006.mp4,16-024.mp4,16.mp4,I love it.,0:10:41.919000 --> 0:10:42.919000
16-025-001.mp4,16-025.mp4,16.mp4,"Now, it's Kelly's here.",0:11:35.919000 --> 0:11:37.919000
16-025-002.mp4,16-025.mp4,16.mp4,There's Kelly.,0:11:37.919000 --> 0:11:38.919000
16-025-003.mp4,16-025.mp4,16.mp4,Hello.,0:11:38.919000 --> 0:11:39.919000
16-025-004.mp4,16-025.mp4,16.mp4,I love Kelly.,0:11:39.919000 --> 0:11:40.919000
16-026-001.mp4,16-026.mp4,16.mp4,that it's a water and liquid proof.,0:14:11.919000 --> 0:14:16.919000
16-026-002.mp4,16-026.mp4,16.mp4,"All right, yeah, okay.",0:14:16.919000 --> 0:14:18.919000
16-026-003.mp4,16-026.mp4,16.mp4,I guess.,0:14:18.919000 --> 0:14:20.919000
16-026-004.mp4,16-026.mp4,16.mp4,Oh!,0:14:20.919000 --> 0:14:23.919000
16-027-001.mp4,16-027.mp4,16.mp4,that it's a water and liquid proof.,0:14:11.919000 --> 0:14:16.919000
16-027-002.mp4,16-027.mp4,16.mp4,"All right, yeah, okay.",0:14:16.919000 --> 0:14:18.919000
16-027-003.mp4,16-027.mp4,16.mp4,I guess.,0:14:18.919000 --> 0:14:20.919000
16-027-004.mp4,16-027.mp4,16.mp4,Oh!,0:14:20.919000 --> 0:14:23.919000
16-028-001.mp4,16-028.mp4,16.mp4,that it's a water and liquid proof.,0:14:11.919000 --> 0:14:16.919000
16-028-002.mp4,16-028.mp4,16.mp4,"All right, yeah, okay.",0:14:16.919000 --> 0:14:18.919000
16-028-003.mp4,16-028.mp4,16.mp4,I guess.,0:14:18.919000 --> 0:14:20.919000
16-028-004.mp4,16-028.mp4,16.mp4,Oh!,0:14:20.919000 --> 0:14:23.919000
16-028-005.mp4,16-028.mp4,16.mp4,Oh!,0:14:23.919000 --> 0:14:26.919000
16-029-001.mp4,16-029.mp4,16.mp4,that it's a water and liquid proof.,0:14:11.919000 --> 0:14:16.919000
16-029-002.mp4,16-029.mp4,16.mp4,"All right, yeah, okay.",0:14:16.919000 --> 0:14:18.919000
16-029-003.mp4,16-029.mp4,16.mp4,I guess.,0:14:18.919000 --> 0:14:20.919000
16-029-004.mp4,16-029.mp4,16.mp4,Oh!,0:14:20.919000 --> 0:14:23.919000
16-029-005.mp4,16-029.mp4,16.mp4,Oh!,0:14:23.919000 --> 0:14:26.919000
16-029-006.mp4,16-029.mp4,16.mp4,Oh!,0:14:26.919000 --> 0:14:29.919000
16-030-001.mp4,16-030.mp4,16.mp4,"It's not a free barbell, apparently.",0:14:39.919000 --> 0:14:41.919000
16-030-002.mp4,16-030.mp4,16.mp4,It's also dust and micro particle proof.,0:14:41.919000 --> 0:14:44.919000
16-030-003.mp4,16-030.mp4,16.mp4,All right.,0:14:44.919000 --> 0:14:46.919000
16-031-001.mp4,16-031.mp4,16.mp4,"It's not a free barbell, apparently.",0:14:39.919000 --> 0:14:41.919000
16-031-002.mp4,16-031.mp4,16.mp4,It's also dust and micro particle proof.,0:14:41.919000 --> 0:14:44.919000
16-031-003.mp4,16-031.mp4,16.mp4,All right.,0:14:44.919000 --> 0:14:46.919000
16-032-001.mp4,16-032.mp4,16.mp4,"to shock an impact, Neil.",0:14:56.919000 --> 0:14:59.919000
16-032-002.mp4,16-032.mp4,16.mp4,What?,0:14:59.919000 --> 0:15:02.919000
16-032-003.mp4,16-032.mp4,16.mp4,Can you hear me now?,0:15:02.919000 --> 0:15:06.919000
16-032-004.mp4,16-032.mp4,16.mp4,I'm going to have to go.,0:15:06.919000 --> 0:15:09.919000
16-032-005.mp4,16-032.mp4,16.mp4,"Well, that's Neil.",0:15:09.919000 --> 0:15:12.919000
16-032-006.mp4,16-032.mp4,16.mp4,Wow.,0:15:12.919000 --> 0:15:15.919000
17-001-001.mp4,17-001.mp4,17.mp4,All right. Did you know it was illegal to laugh loudly in Hawaii?,0:01:31.040000 --> 0:01:34.040000
17-001-002.mp4,17-001.mp4,17.mp4,You didn't know that?,0:01:34.040000 --> 0:01:35.040000
17-001-003.mp4,17-001.mp4,17.mp4,No.,0:01:35.040000 --> 0:01:36.040000
17-001-004.mp4,17-001.mp4,17.mp4,"Yeah, you got to keep a low-haw.",0:01:36.040000 --> 0:01:38.040000
17-001-005.mp4,17-001.mp4,17.mp4,Stupid.,0:01:38.040000 --> 0:01:40.040000
17-001-006.mp4,17-001.mp4,17.mp4,Low-haw.,0:01:40.040000 --> 0:01:42.040000
17-001-007.mp4,17-001.mp4,17.mp4,Low-haw.,0:01:42.040000 --> 0:01:44.040000
17-001-008.mp4,17-001.mp4,17.mp4,That's good.,0:01:44.040000 --> 0:01:46.040000
17-002-001.mp4,17-002.mp4,17.mp4,"Yeah, you got to keep a low-haw.",0:01:36.040000 --> 0:01:38.040000
17-002-002.mp4,17-002.mp4,17.mp4,Stupid.,0:01:38.040000 --> 0:01:40.040000
17-002-003.mp4,17-002.mp4,17.mp4,Low-haw.,0:01:40.040000 --> 0:01:42.040000
17-002-004.mp4,17-002.mp4,17.mp4,Low-haw.,0:01:42.040000 --> 0:01:44.040000
17-002-005.mp4,17-002.mp4,17.mp4,That's good.,0:01:44.040000 --> 0:01:46.040000
17-003-001.mp4,17-003.mp4,17.mp4,Congratulations.,0:02:38.039000 --> 0:02:39.039000
17-003-002.mp4,17-003.mp4,17.mp4,"Thank you, man.",0:02:39.039000 --> 0:02:40.039000
17-004-001.mp4,17-004.mp4,17.mp4,They rock with it?,0:04:34.039000 --> 0:04:35.039000
17-004-002.mp4,17-004.mp4,17.mp4,"Yeah, that was it. That's the big test.",0:04:35.039000 --> 0:04:36.039000
17-004-003.mp4,17-004.mp4,17.mp4,You passed the test and you're like...,0:04:36.039000 --> 0:04:37.039000
17-005-001.mp4,17-005.mp4,17.mp4,They both were a little rocky.,0:06:06.040000 --> 0:06:09.040000
17-005-002.mp4,17-005.mp4,17.mp4,That's why you were a community.,0:06:09.040000 --> 0:06:11.040000
17-006-001.mp4,17-006.mp4,17.mp4,They both were a little rocky.,0:06:06.040000 --> 0:06:09.040000
17-006-002.mp4,17-006.mp4,17.mp4,That's why you were a community.,0:06:09.040000 --> 0:06:11.040000
17-007-001.mp4,17-007.mp4,17.mp4,Yeah.,0:06:16.040000 --> 0:06:17.040000
17-007-002.mp4,17-007.mp4,17.mp4,I just really wanted to take for it.,0:06:17.040000 --> 0:06:19.040000
17-008-001.mp4,17-008.mp4,17.mp4,She said it still had a little crack in it.,0:06:53.040000 --> 0:06:57.040000
17-008-002.mp4,17-008.mp4,17.mp4,You got it.,0:06:57.040000 --> 0:06:58.040000
17-009-001.mp4,17-009.mp4,17.mp4,She said it still had a little crack in it.,0:06:53.040000 --> 0:06:57.040000
17-009-002.mp4,17-009.mp4,17.mp4,You got it.,0:06:57.040000 --> 0:06:58.040000
17-010-001.mp4,17-010.mp4,17.mp4,You literally are one of the greatest storytellers of our time and for you to take the stuff,0:09:23.759000 --> 0:09:29.479000
17-010-002.mp4,17-010.mp4,17.mp4,that we have known for and your stand up and hearing all these amazing stories and now,0:09:29.479000 --> 0:09:33.839000
17-010-003.mp4,17-010.mp4,17.mp4,to see it animated man.,0:09:33.839000 --> 0:09:34.839000
17-010-004.mp4,17-010.mp4,17.mp4,"I mean, that's the next level.",0:09:34.839000 --> 0:09:36.159000
17-010-005.mp4,17-010.mp4,17.mp4,"Thank you, man.",0:09:36.159000 --> 0:09:37.159000
17-011-001.mp4,17-011.mp4,17.mp4,"Ireland, it's Dublin.",0:10:23.759000 --> 0:10:30.159000
17-011-002.mp4,17-011.mp4,17.mp4,You're a comedic genius.,0:10:30.159000 --> 0:10:36
17-012-001.mp4,17-012.mp4,17.mp4,"Ireland, it's Dublin.",0:10:23.759000 --> 0:10:30.159000
17-012-002.mp4,17-012.mp4,17.mp4,You're a comedic genius.,0:10:30.159000 --> 0:10:36
17-013-001.mp4,17-013.mp4,17.mp4,Because he wanted some cold cuts.,0:11:53.399000 --> 0:11:56.399000
17-013-002.mp4,17-013.mp4,17.mp4,"Yeah, that's good.",0:11:56.399000 --> 0:11:57.399000
17-014-001.mp4,17-014.mp4,17.mp4,"No, I'm not laughing, Nick, because it was stupid.",0:13:59.399000 --> 0:14:01.399000
17-014-002.mp4,17-014.mp4,17.mp4,Okay?,0:14:01.399000 --> 0:14:02.399000
17-015-001.mp4,17-015.mp4,17.mp4,You got the good delivery of jokes going land.,0:14:15.399000 --> 0:14:18.399000
17-015-002.mp4,17-015.mp4,17.mp4,"Ain't no such thing as a bad dad, dude.",0:14:18.399000 --> 0:14:20.399000
17-015-003.mp4,17-015.mp4,17.mp4,"Oh, wow.",0:14:20.399000 --> 0:14:21.399000
17-016-001.mp4,17-016.mp4,17.mp4,You didn't know that?,0:15:01.399000 --> 0:15:02.399000
17-016-002.mp4,17-016.mp4,17.mp4,I did not.,0:15:02.399000 --> 0:15:03.399000
17-017-001.mp4,17-017.mp4,17.mp4,You can go up your ass with saying that.,0:17:22.280000 --> 0:17:31.280000
17-017-002.mp4,17-017.mp4,17.mp4,It's amazing.,0:17:31.280000 --> 0:17:34.280000
17-018-001.mp4,17-018.mp4,17.mp4,It's amazing.,0:17:31.280000 --> 0:17:34.280000
17-018-002.mp4,17-018.mp4,17.mp4,A Dion Cole.,0:17:34.280000 --> 0:17:35.720000
17-019-001.mp4,17-019.mp4,17.mp4,I'm going to do one more.,0:19:08.680000 --> 0:19:09.680000
17-019-002.mp4,17-019.mp4,17.mp4,You're getting a...,0:19:09.680000 --> 0:19:12.680000
17-019-003.mp4,17-019.mp4,17.mp4,You're getting a...,0:19:12.680000 --> 0:19:14.680000
17-019-004.mp4,17-019.mp4,17.mp4,Okay.,0:19:14.680000 --> 0:19:15.680000
